震度計番号,震度観測点名称,緯度,経度,震度,最大加速度NS[cm/s/s],最大加速度EW[cm/s/s],最大加速度UD[cm/s/s],最大加速度3成分合成[cm/s/s],最大速度NS[cm/s],最大速度EW[cm/s],最大速度UD[cm/s],最大速度3成分合成[cm/s],最大変位NS[cm],最大変位EW[cm],最大変位UD[cm],最大変位3成分合成[cm],地域名称,観測点所在地,緯度(度),緯度(分),経度(度),経度(分),観測開始(yyyymmddhhmm),観測終了(yyyymmddhhmm)
47595,福島市松木町,37.7585,140.4706,5強,237.07,330.059,103.083,377.687,28.84,29.677,7.774,37.874,6.034,6.817,2.214,8.502,福島県中通り,福島市松木町1-9（福島地方気象台）,37,45.5,140,28.2,1889        ,
41209,大崎市古川三日町,38.5741,140.9561,5強,187.909,197.009,103.757,203.122,27.061,19.248,9.391,30.446,7.034,4.242,4.66,7.564,宮城県北部,大崎市古川三日町1-63-3（三日町公園）,38,34.4,140,57.4,199604011200,
42212,涌谷町新町裏,38.5401,141.1272,5強,215.535,150.629,96.921,223.239,21.374,21.793,5.758,25.706,5.734,5.189,1.825,7.129,宮城県北部,遠田郡涌谷町字新町裏136（涌谷町役場）,38,32.4,141,7.6,199604011200,
42213,登米市中田町,38.7103,141.2357,5弱,181.153,209.375,96.61,215.038,14.589,17.588,5.337,20.472,2.529,3.806,1.054,3.975,宮城県北部,登米市中田町宝江黒沼大海崎6,38,42.6,141,14.1,199604011200,
47569,仙台空港,38.1379,140.9278,5強,270.252,281.089,208.965,299.371,23.368,23.553,10.143,32.406,6.767,7.59,2.512,10.092,宮城県南部,名取市下増田字南原,38,8.3,140,55.7,200804011200,
41216,南相馬市原町区三島町,37.6413,140.9558,5強,573.071,605.696,219.691,640.03,18.217,32.978,7.366,35.329,3.274,8.018,1.781,8.508,福島県浜通り,南相馬市原町区三島町2-33,37,38.5,140,57.3,199604011200,
42228,浪江町幾世橋,37.4945,140.9997,6弱,513.444,514.784,434.455,542.837,23.19,38.425,8.344,42.247,3.393,8.713,1.1,8.76,福島県浜通り,双葉郡浪江町大字幾世橋字六反田7-2,37,29.7,140,60.0,199604011200,
41207,奥州市水沢大鐘町,39.1292,141.1381,4,79.763,65.006,32.177,85.026,5.546,5.293,2.864,6.596,1.639,1.661,0.685,1.95,岩手県内陸南部,奥州市水沢大鐘町2-16（水沢消防署）,39,7.8,141,8.3,199604011200,
47013,大崎市古川大崎,38.6022,140.9112,5弱,157.108,161.54,48.895,205.803,11.456,14.581,5.747,16.117,3.694,5.047,2.174,5.51,宮城県北部,大崎市古川大崎字富国263-1（宮城県古川農業試験場）,38,36.1,140,54.7,201210021200,
42210,柴田町船岡,38.0547,140.7626,5強,441.321,387.507,160.714,456.522,11.86,13.543,5.998,15.066,1.229,2.497,1.986,2.706,宮城県南部,柴田郡柴田町船岡西1-6-26（資料展示館思源閣）,38,3.3,140,45.8,199604011200,
47245,丸森町上滝,37.8692,140.7896,5弱,351.703,247.116,132.917,357.832,12.435,15.235,7.484,18.98,2.691,2.798,2.182,4.129,宮城県南部,伊具郡丸森町字上滝東23-1,37,52.2,140,47.4,199407151200,
42211,松島町高城,38.3853,141.0691,5強,197.426,161.182,132.663,221.148,15.305,21.989,6.743,25.183,2.714,5.279,1.301,5.506,宮城県中部,宮城郡松島町高城字町71（松島町勤労青少年ホーム）,38,23.1,141,4.1,201003311300,
47243,仙台青葉区大倉,38.3679,140.6602,5弱,254.594,194.118,70.1,296.658,10.155,8.36,5.712,10.993,3.334,2.065,1.849,3.884,宮城県中部,仙台市青葉区大倉字高見沢26,38,22.1,140,39.6,199407151200,
47590,仙台宮城野区五輪,38.2622,140.8968,5強,179.645,177.938,95.521,193.232,17.004,17.593,8.715,19.122,3.88,5.484,3.121,6.533,宮城県中部,仙台市宮城野区五輪1-3-15（仙台管区気象台）,38,15.7,140,53.8,19261001    ,
47592,石巻市泉町,38.4277,141.2994,5弱,176.664,156.543,72.947,183.826,11.145,7.163,4.202,12.185,2.745,1.697,1.446,3.329,宮城県中部,石巻市泉町4-1-18（石巻特別地域気象観測所）,38,25.7,141,18.0,188801      ,
41212,湯沢市沖鶴,39.174,140.4796,3,24.847,22.317,11.523,27.448,3.696,3.596,1.653,4.3,1.058,1.206,0.476,1.394,秋田県内陸南部,湯沢市沖鶴140（湯沢市総合体育館）,39,10.4,140,28.8,199604011200,
42222,遊佐町遊佐,39.012,139.9086,4,29.74,35.138,12.074,41.048,6.324,6.819,3.926,8.36,2.665,2.665,1.823,3.257,山形県庄内,飽海郡遊佐町遊佐字鶴田52-2（遊佐町生涯学習センター）,39,0.7,139,54.5,199604011200,
47587,酒田市亀ケ崎,38.9085,139.8435,4,32.575,34.576,11.341,37.391,7.346,6.536,4.149,7.412,4.955,2.625,2.41,5.159,山形県庄内,酒田市亀ケ崎1-4-14（酒田特別地域気象観測所）,38,54.5,139,50.6,200910011300,
47520,新庄市東谷地田町,38.7574,140.3122,4,47.422,50.366,24.295,50.694,5.663,6.534,4.324,7.595,3.712,3.473,2.032,4.041,山形県最上,新庄市東谷地田町6-4（新庄特別地域気象観測所）,38,45.4,140,18.7,1957        ,
42220,河北町谷地,38.4266,140.3136,4,99.377,104.322,38.858,131.168,10.154,11.754,3.946,12.451,5.037,3.858,2.18,5.384,山形県村山,西村山郡河北町谷地戊81（河北町剥製動物館）,38,25.6,140,18.8,199604011200,
41214,米沢市駅前,37.9125,140.1211,4,86.461,91.297,44.836,100.081,10.926,6.898,3.663,10.937,2.921,1.967,1.28,2.981,山形県置賜,米沢市駅前4-3-51（米沢市立第一中学校）,37,54.7,140,7.3,199604011200,
47017,米沢市アルカディア,37.9127,140.1436,5弱,125.443,107.595,41.681,132.635,9.683,6.276,3.66,9.691,2.127,1.895,1.321,2.153,山形県置賜,米沢市アルカディア１丁目808-60（上郷ふれあい公園）,37,54.8,140,8.6,201207031200,
47242,白鷹町黒鴨,38.2243,140.062,4,56.947,65.84,29.084,78.783,4.667,4.416,2.101,5.082,1.354,1.52,0.62,1.529,山形県置賜,西置賜郡白鷹町大字黒鴨字寺後443-2,38,13.5,140,3.7,199407151200,
41215,郡山市朝日,37.4009,140.36,6弱,313.349,495.969,115.722,536.66,25.1,41.949,8.911,49.213,3.705,4.491,1.304,5.723,福島県中通り,郡山市朝日1-23-7,37,24.1,140,21.6,199604011200,
47247,大玉村南小屋,37.56,140.3338,5強,267.338,387.472,188.278,388.002,20.536,26.9,18.453,30.43,3.079,3.356,3.173,4.515,福島県中通り,安達郡大玉村大山字南小屋147-1,37,33.6,140,20.0,201609161800,
47044,南相馬市鹿島区栃窪,37.7246,140.8874,5弱,336.72,311.766,188.281,361.78,13.526,11.486,5.569,16.97,2.546,3.034,1.613,4.152,福島県浜通り,南相馬市鹿島区栃窪今宮4（旧栃窪分校跡地）,37,43.5,140,53.2,201307301200,
47246,川内村下川内,37.3695,140.8712,5強,508.619,360.642,195.53,528.493,12.988,23.537,6.415,23.905,1.622,3.515,1.167,3.804,福島県浜通り,双葉郡川内村大字下川内字毛戸26-2,37,22.2,140,52.3,199407151200,
47598,いわき市小名浜,36.9479,140.9033,5弱,108.787,155.431,68.359,158.942,9.45,13.446,3.589,14.548,2.049,2.108,0.701,2.614,福島県浜通り,いわき市小名浜字船引場19（小名浜特別地域気象観測所）,36,56.9,140,54.2,192307      ,
42225,猪苗代町城南,37.5589,140.1049,5弱,132.775,104.853,54.101,161.963,16.722,12.052,6.982,17.619,3.385,3.691,1.215,4.445,福島県会津,耶麻郡猪苗代町字城南100,37,33.5,140,6.3,199604011200,
42302,常陸大宮市中富町,36.5427,140.4109,4,78.393,83.704,47.947,94.397,6.802,6.209,3.237,7.04,0.907,1.362,0.611,1.402,茨城県北部,常陸大宮市中富町3135-6（常陸大宮市役所）,36,32.6,140,24.7,200011301200,
42304,筑西市舟生,36.2509,139.9321,5弱,117.724,126.5,45.926,146.317,10.022,9.317,2.545,11.291,1.884,1.734,0.7,2.12,茨城県南部,筑西市舟生1040（筑西市役所関城支所）,36,15.1,139,55.9,199604011200,
42308,大田原市黒羽田町,36.8633,140.1216,4,86.372,86.116,46.212,128.693,5.767,9.217,3.449,9.426,0.621,1.515,0.843,1.519,栃木県北部,大田原市黒羽田町848（大田原市役所黒羽支所）,36,51.8,140,7.3,199604011200,
47052,浦安市日の出,35.6442,139.924,4,38.839,49.446,15.914,49.452,4.634,4.803,1.231,5.123,1.297,1.141,0.517,1.506,千葉県北西部,浦安市日の出4-1-1（浦安市日の出公民館）,35,38.7,139,55.4,201411271200,
47057,横浜鶴見区大黒ふ頭,35.4609,139.6735,-,21.515,15.985,7.387,22.146,3.81,3.553,0.9,4.313,1.848,1.242,0.432,1.874,,,,,,,,
42319,南魚沼市六日町,37.0656,138.876,4,36.804,49.713,6.383,50.918,5.693,10.945,0.814,10.992,1.075,2.38,0.206,2.426,新潟県中越,南魚沼市六日町180-1（南魚沼市役所）,37,3.9,138,52.6,199604011200,
41327,新潟秋葉区程島,37.7877,139.1121,4,36.527,23.959,8.295,37.227,6.43,6.526,1.939,6.836,1.549,2.156,0.772,2.245,新潟県下越,新潟市秋葉区程島2009（新潟市秋葉区役所）,37,47.3,139,6.7,199604011200,
47604,新潟中央区美咲町,37.8937,139.0188,4,25.225,25.163,11.093,26.67,5.418,5.028,2.281,5.64,1.618,1.879,1.434,2.001,新潟県下越,新潟市中央区美咲町1-2-1（新潟地方気象台）,37,53.6,139,1.1,201206291200,
47640,富士河口湖町船津,35.5008,138.7606,3,19.51,15.276,11.967,21.076,3.986,2.776,1.884,4.098,1.203,0.985,0.588,1.399,山梨県東部・富士五湖,南都留郡富士河口湖町船津1108-1（河口湖特別地域気象観測所）,35,30.0,138,45.6,200601051200,
47620,諏訪市湖岸通り,36.0461,138.1095,3,13.512,14.217,5.052,16.773,3.774,2.995,0.699,4.057,1.114,0.893,0.23,1.258,長野県中部,諏訪市湖岸通り5-2-11（諏訪特別地域気象観測所）,36,2.8,138,6.6,1945        ,
47429,渡島森町御幸町,42.1052,140.5766,2,5.18,4.146,2.741,5.591,1.441,1.159,0.764,1.615,0.896,0.722,0.333,0.955,渡島地方東部,茅部郡森町字御幸町144-1（森町役場）,42,6.3,140,34.6,201312041200,
47417,帯広市東４条,42.9226,143.2122,3,9.107,9.41,4.632,10.821,2.078,1.886,1.36,2.132,0.951,0.831,0.532,0.953,十勝地方中部,帯広市東4条南9-2-1（帯広測候所）,42,55.4,143,12.7,1894        ,
47575,青森市花園,40.822,140.7686,3,11.8,11.619,6.016,13.561,2.655,2.274,0.99,2.676,0.944,0.761,0.226,1.011,青森県津軽北部,青森市花園1-17-19（青森地方気象台）,40,49.3,140,46.1,1882        ,
41201,弘前市和田町,40.6114,140.4553,2,4.999,5.353,2.928,6.396,1.261,1.686,0.785,1.808,0.626,1.074,0.322,1.115,青森県津軽南部,弘前市大字和田町6-10（弘前地域気象観測所）,40,36.7,140,27.3,199604011200,
47009,弘前市弥生,40.6519,140.359,2,5.794,6.77,4.647,6.806,1.927,2.223,1.142,2.385,0.994,1.273,0.586,1.442,青森県津軽南部,弘前市大字百沢字東岩木山2524-1（弥生いこいの広場）,40,39.1,140,21.5,201207031200,
42204,五戸町古舘,40.5313,141.3079,4,35.814,38.222,19.544,45.069,4.176,4.335,2.313,4.637,1.269,1.607,0.792,1.796,青森県三八上北,三戸郡五戸町字古舘21-1（五戸町役場）,40,31.9,141,18.5,199604011200,
47007,東通村砂子又蒲谷地,41.2653,141.3374,3,14.689,12.542,10.029,16.089,1.653,1.804,1.085,2.007,0.39,0.412,0.224,0.452,青森県下北,下北郡東通村砂子又字蒲谷地4-7,41,15.9,141,20.2,201207031200,
47576,むつ市金曲,41.2834,141.2114,3,16.749,14.924,5.929,19.889,2.405,3.015,1.054,3.059,0.86,1.004,0.443,1.004,青森県下北,むつ市金曲1-8-3（むつ特別地域気象観測所）,41,17.0,141,12.7,1935        ,
41204,久慈市川崎町,40.1894,141.7754,4,33.337,44.213,15.109,45.404,4.22,5.552,1.356,5.556,1.044,1.098,0.404,1.208,岩手県沿岸北部,久慈市川崎町1-1（久慈市役所）,40,11.4,141,46.5,199604011200,
47010,久慈市枝成沢,40.2056,141.7098,4,65.895,51.622,20.179,67.822,4.355,3.096,1.94,4.692,0.631,0.595,0.472,0.712,岩手県沿岸北部,久慈市枝成沢第19地割76（久慈市立中央公民館枝成沢分館）,40,12.3,141,42.6,201210021200,
41203,二戸市福岡,40.2722,141.3037,3,25.394,23.351,10.27,30.608,2.285,2.965,1.333,3.099,0.524,1.1,0.377,1.106,岩手県内陸北部,二戸市福岡字下川又15（福岡小学校）,40,16.3,141,18.2,201003311300,
42205,雫石町千刈田,39.6968,140.9759,3,32.104,33.412,15.915,36.484,2.791,2.263,1.735,3.138,0.739,0.611,0.344,0.745,岩手県内陸北部,岩手郡雫石町千刈田5-4（雫石町勤労青少年ホーム）,39,41.8,140,58.6,201003311300,
42206,八幡平市大更,39.9263,141.0951,4,44.643,46.55,26.824,48.699,4.124,4.233,1.832,4.883,0.678,0.614,0.286,0.89,岩手県内陸北部,八幡平市大更第35地割62（八幡平市役所西根総合支所）,39,55.6,141,5.7,199604011200,
47011,雫石町西根上駒木野,39.7415,140.9527,3,17.316,20.115,12.112,21.152,2.971,2.501,1.799,3.191,0.842,0.733,0.549,0.977,岩手県内陸北部,岩手郡雫石町西根上駒木野320-2（町立西根小学校）,39,44.5,140,57.2,201207031200,
47235,葛巻町葛巻元木,39.9872,141.3259,3,31.33,38.854,11.072,43.568,1.41,2.463,1.706,2.534,0.222,0.688,0.382,0.722,岩手県内陸北部,岩手郡葛巻町葛巻第39地割字元木218,39,59.2,141,19.6,199407151200,
41206,北上市柳原町,39.2929,141.1095,4,70.514,72.455,54.579,87.273,4.958,4.17,2.279,5.057,0.85,0.886,0.426,1.015,岩手県内陸南部,北上市柳原町2-3-6（北上消防署）,39,17.6,141,6.6,199604011200,
41208,気仙沼市赤岩,38.8806,141.5743,4,122.97,124.327,47.563,171.847,5.092,4.99,2.458,6.747,0.633,0.686,0.442,0.779,宮城県北部,気仙沼市赤岩五駄鱈43-2（気仙沼・本吉広域防災センター）,38,52.8,141,34.5,199604011200,
42214,栗原市栗駒,38.8266,140.9923,5弱,192.976,231.703,78.328,247.103,8.845,7.582,3.498,8.96,1.256,1.129,1.303,1.657,宮城県北部,栗原市栗駒岩ヶ崎松木田79（みちのく伝創館）,38,49.6,140,59.5,199604121500,
42215,南三陸町志津川,38.6799,141.4607,4,117.3,127.993,89.841,143.506,4.678,5.774,4.01,6.1,0.772,1.1,0.769,1.435,宮城県北部,本吉郡南三陸町志津川字沼田56-2（南三陸町仮庁舎）,38,40.8,141,27.6,201206281200,
47244,石巻市大瓜,38.4574,141.3457,4,123.833,163.398,97.598,169.396,3.097,6.885,6.421,7.525,0.855,1.377,1.312,1.744,宮城県中部,石巻市大瓜字鷲ノ巣42-2,38,27.4,141,20.7,199407151200,
41210,能代市緑町,40.1989,140.033,3,11.437,10.294,4.064,14.361,2.528,2.383,1.081,2.863,1.13,1.317,0.529,1.48,秋田県沿岸北部,能代市緑町2-22（能代山本広域市町村圏組合消防本部）,40,11.9,140,2.0,199604011200,
47015,能代市常盤山谷,40.2718,140.1612,3,10.363,7.936,6.091,10.448,2.796,2.778,1.56,3.063,1.453,1.447,0.428,1.58,秋田県沿岸北部,能代市常盤字小宮田23,40,16.3,140,9.7,201207031200,
41211,由利本荘市石脇,39.3988,140.0469,3,15.964,18.242,7.745,21.564,2.495,2.36,1.353,2.756,0.676,0.754,0.522,0.82,秋田県沿岸南部,由利本荘市石脇字下長老沼96-8,39,23.9,140,2.8,199604011200,
47352,秋田市雄和女米木,39.5424,140.2053,3,19.727,22.166,12.567,24.61,2.556,2.87,1.752,3.111,0.897,0.774,0.702,1.065,秋田県沿岸南部,秋田市雄和女米木字高麗沢地内,39,32.5,140,12.3,199604011200,
47582,秋田市山王,39.7179,140.0995,3,14.677,17.928,6.233,20.325,2.632,3.731,1.084,3.876,1.167,1.455,0.453,1.668,秋田県沿岸南部,秋田市山王7-1-4（秋田地方気象台）,39,43.1,140,6.0,1921        ,
42216,北秋田市花園町,40.226,140.3707,3,10.583,11.212,5.039,11.598,1.616,1.84,0.875,1.913,0.535,0.595,0.358,0.64,秋田県内陸北部,北秋田市花園町19-1（北秋田市役所）,40,13.6,140,22.2,199604011200,
42218,仙北市角館町中菅沢,39.5902,140.5671,3,13.398,17.775,11.39,18.976,1.43,2.292,1.227,2.313,0.566,0.58,0.309,0.632,秋田県内陸南部,仙北市角館町中菅沢91-1（仙北市立角館こども園）,39,35.4,140,34.0,202010291200,
42219,横手市雄物川町今宿,39.2909,140.4298,3,22.858,20.227,14.205,23.101,3.27,3.846,1.764,3.977,1.372,1.043,0.451,1.373,秋田県内陸南部,横手市雄物川町今宿字鳴田1（横手市役所雄物川庁舎）,39,17.5,140,25.8,199604011200,
41213,鶴岡市馬場町,38.7271,139.8274,3,18.398,15.103,11.491,21.383,3.177,2.386,1.389,3.346,0.994,0.893,0.483,1.192,山形県庄内,鶴岡市馬場町9-25（鶴岡市役所）,38,43.6,139,49.6,199604011200,
47016,遊佐町小原田,39.0162,139.9306,3,15.827,14.383,11.046,19.136,3.39,3.453,3.326,4.244,2.349,1.68,1.713,2.734,山形県庄内,飽海郡遊佐町小原田字北川原18-1（サン・スポーツランド遊佐）,39,1.0,139,55.8,201207031200,
47240,山形金山町中田,38.9215,140.3562,3,12.684,12.6,11.559,13.486,1.828,1.744,1.158,1.998,0.683,0.748,0.51,0.868,山形県最上,最上郡金山町大字中田字杉沢325-4,38,55.3,140,21.4,199407151200,
47588,山形市緑町,38.2562,140.3459,4,54.554,61.775,48.111,64.335,4.01,5.229,3.813,6.143,1.863,2.273,1.465,2.954,山形県村山,山形市緑町1-5-77（山形地方気象台）,38,15.4,140,20.8,189001      ,
42221,山形小国町岩井沢,38.0562,139.7478,4,47.105,34.163,29.13,48.355,4.288,4.176,2.669,4.748,0.826,1.439,0.735,1.447,山形県置賜,西置賜郡小国町大字岩井沢704（おぐに開発総合センター）,38,3.4,139,44.9,199604011200,
42226,棚倉町棚倉中居野,37.0292,140.3802,5弱,213.577,221.82,70.849,252.639,11.444,10.324,3.754,13.218,0.879,1.359,0.967,1.583,福島県中通り,東白川郡棚倉町大字棚倉字中居野33,37,1.8,140,22.8,199604011200,
42227,田村市船引町,37.4401,140.5765,5強,491.735,514.668,120.405,630.874,15.128,22.8,10.357,23.0,1.512,1.479,2.235,2.575,福島県中通り,田村市船引町船引字畑添76-2（田村市役所）,37,26.4,140,34.6,201503191200,
47018,古殿町松川横川,37.0909,140.5611,4,118.061,128.656,76.896,171.382,4.144,6.329,3.306,7.065,0.871,0.91,0.841,1.102,福島県中通り,石川郡古殿町大字松川字横川476(古殿町民運動場）,37,5.5,140,33.7,201207031200,
47597,白河市郭内,37.1322,140.2155,5弱,183.167,262.872,68.499,283.265,9.55,14.881,5.476,15.026,1.519,1.993,1.046,2.054,福島県中通り,白河市字郭内1-136（白河特別地域気象観測所）,37,7.9,140,12.9,194101      ,
47374,いわき市三和町,37.1048,140.7983,5強,288.661,289.567,80.9,314.783,14.999,15.39,4.091,15.547,1.219,1.579,0.794,1.606,福島県浜通り,いわき市三和町合戸字内畑280（水石山公園）,37,6.3,140,47.9,200707021200,
42224,西会津町野沢,37.5871,139.6487,4,37.088,43.273,19.434,51.641,3.982,3.851,1.93,4.258,1.066,1.183,0.675,1.323,福島県会津,耶麻郡西会津町野沢字下小屋上乙3308（西会津町役場）,37,35.2,139,38.9,201903141200,
47570,会津若松市材木町,37.4884,139.9104,4,59.808,50.706,19.242,60.306,5.058,4.123,2.579,5.531,1.177,1.5,0.83,1.633,福島県会津,会津若松市材木町1-9-49（若松特別地域気象観測所）,37,29.3,139,54.6,201201051200,
47629,水戸市金町,36.3816,140.468,4,119.74,187.819,67.024,189.305,5.537,6.786,2.571,6.944,1.015,1.092,0.555,1.143,茨城県北部,水戸市金町1-4-6（水戸地方気象台）,36,22.9,140,28.1,201003311300,
41301,坂東市岩井,36.0407,139.8832,4,52.189,49.246,52.943,62.089,3.261,3.682,1.602,3.898,1.13,1.123,0.526,1.376,茨城県南部,坂東市岩井5119（坂東市立岩井図書館）,36,2.4,139,53.0,199604011200,
41302,土浦市常名,36.1041,140.1894,5弱,174.252,234.267,77.011,237.435,5.639,6.245,2.242,6.742,0.646,0.919,0.336,1.047,茨城県南部,土浦市常名3090（土浦市立都和南小学校）,36,6.2,140,11.4,200804011200,
42301,茨城鹿嶋市鉢形,35.9665,140.6464,4,105.307,95.364,44.125,120.792,3.971,5.341,1.745,5.534,1.235,1.759,0.67,1.797,茨城県南部,鹿嶋市鉢形1527-4,35,58.0,140,38.8,201503261200,
42303,鉾田市鉾田,36.1586,140.5166,4,89.399,95.091,49.9,105.968,4.28,5.169,1.948,5.282,0.673,0.998,0.336,1.11,茨城県南部,鉾田市鉾田1444-1（鉾田市役所）,36,9.5,140,31.0,199604011200,
42305,利根町布川,35.8578,140.1391,4,40.57,38.343,25.408,40.997,4.079,2.861,1.486,4.139,0.912,0.811,0.389,0.946,茨城県南部,北相馬郡利根町大字布川841-1（利根町役場）,35,51.5,140,8.3,199604011200,
47020,潮来市堀之内,35.9659,140.5259,4,81.156,83.477,30.163,88.219,3.851,5.14,1.813,5.229,1.324,2.094,0.566,2.144,茨城県南部,潮来市堀之内1009（牛堀中学校）,35,58.0,140,31.6,201207031200,
41303,日光市瀬川,36.7346,139.6882,4,77.883,81.103,26.711,81.967,3.662,2.79,1.265,3.823,0.507,0.422,0.325,0.617,栃木県北部,日光市瀬川227（日光市立今市第二小学校）,36,44.1,139,41.3,200211121200,
47256,那須塩原市蟇沼,36.9715,139.9164,4,53.871,42.878,37.119,54.716,2.923,3.866,2.794,4.745,0.708,0.907,0.56,0.978,栃木県北部,那須塩原市蟇沼字原山2-4（北那須水道事務所折戸調整池）,36,58.3,139,55.0,199407151200,
42307,那須烏山市中央,36.6592,140.1518,5弱,178.31,138.272,48.496,181.391,6.873,6.31,1.959,8.459,0.632,0.795,0.511,0.819,栃木県南部,那須烏山市中央1-18-39（那須烏山市立図書館烏山図書館）,36,39.6,140,9.1,199604011200,
47615,宇都宮市明保野町,36.5498,139.8683,4,144.612,129.543,40.569,147.665,5.69,4.863,1.807,6.442,0.87,0.525,0.419,0.876,栃木県南部,宇都宮市明保野町1-4（宇都宮地方気象台）,36,33.0,139,52.1,19200101    ,
42310,板倉町板倉,36.2249,139.6015,4,60.029,55.12,27.826,62.214,3.076,3.305,1.695,3.849,0.615,0.853,0.327,0.88,群馬県南部,邑楽郡板倉町板倉2682-1（板倉町役場）,36,13.5,139,36.1,201903271200,
41310,久喜市下早見,36.0595,139.6669,4,70.194,99.142,25.361,100.141,3.893,3.99,1.492,4.061,1.546,1.272,0.497,1.625,埼玉県北部,久喜市下早見字仏供田184-1,36,3.6,139,40.0,199604011200,
42311,鳩山町大豆戸,35.9814,139.3341,3,27.216,24.27,15.524,31.713,2.389,2.287,1.218,2.41,0.565,0.439,0.446,0.615,埼玉県北部,比企郡鳩山町大字大豆戸184-16（鳩山町役場）,35,58.9,139,20.0,199604011200,
47626,熊谷市桜町,36.1504,139.3807,3,30.978,25.053,12.013,31.949,2.625,2.815,1.007,2.855,0.593,0.726,0.428,0.823,埼玉県北部,熊谷市桜町1-6-10（熊谷地方気象台）,36,9.0,139,22.8,18970101    ,
41308,さいたま浦和区高砂,35.8582,139.6485,3,34.67,33.681,21.84,40.03,2.964,2.715,0.933,3.015,0.891,0.844,0.459,1.061,埼玉県南部,さいたま市浦和区高砂3-15-135（埼玉県庁）,35,51.5,139,38.9,199604011200,
41309,川越市旭町,35.9003,139.4731,3,41.878,31.119,16.472,43.243,1.761,3.22,0.858,3.453,0.623,0.846,0.407,0.914,埼玉県南部,川越市旭町2-3-7（市立川越高校）,35,54.0,139,28.4,199604011200,
47641,秩父市上町,35.9897,139.0738,3,30.886,30.615,12.913,32.202,2.174,2.112,0.979,2.182,0.438,0.324,0.415,0.541,埼玉県秩父,秩父市上町3-21-38（秩父特別地域気象観測所）,35,59.4,139,4.4,200001121200,
41313,香取市佐原平田,35.8864,140.5066,4,64.592,70.74,29.215,79.363,5.042,4.457,1.878,5.062,1.28,1.975,0.527,1.995,千葉県北東部,香取市佐原イ平田2433（千葉県立佐原高等学校）,35,53.2,140,30.4,201201051200,
41315,東金市東新宿,35.5607,140.3681,3,35.479,40.93,10.186,45.517,2.433,3.488,0.931,3.569,1.038,1.23,0.527,1.271,千葉県北東部,東金市東新宿1-3（東金北公園）,35,33.6,140,22.1,199604011200,
42313,多古町多古,35.7354,140.4675,4,42.104,42.777,19.086,48.313,3.671,3.989,1.215,4.049,0.811,0.861,0.393,0.932,千葉県北東部,香取郡多古町多古584（多古町役場）,35,44.1,140,28.0,199604011200,
42314,一宮町一宮,35.3718,140.3684,3,22.908,24.881,7.557,27.12,2.508,2.201,0.862,2.526,0.969,1.036,0.382,1.068,千葉県北東部,長生郡一宮町一宮字反町2464-1,35,22.3,140,22.1,201402281200,
47021,山武市松尾町富士見台,35.6426,140.4483,3,35.445,41.72,19.965,41.971,2.503,2.644,1.275,2.899,0.832,1.141,0.588,1.31,千葉県北東部,山武市松尾町富士見台208-176（松尾運動公園第２駐車場）,35,38.6,140,26.9,201210021200,
47263,長南町総合グラウンド,35.3842,140.2355,3,30.213,28.603,11.305,32.149,2.668,2.13,0.895,2.765,0.911,0.969,0.457,1.005,千葉県北東部,長生郡長南町長南2148-2（長南町総合グラウンド）,35,23.1,140,14.1,201904131200,
41311,柏市旭町,35.86,139.9587,4,61.598,64.445,30.785,73.133,3.282,3.639,1.029,3.769,0.697,0.802,0.445,0.821,千葉県北西部,柏市旭町7-4-81（気象大学校）,35,51.6,139,57.5,199907211200,
41312,成田市名古屋,35.8633,140.3619,4,70.322,60.76,40.779,71.269,3.477,3.021,1.585,3.635,0.771,1.14,0.399,1.268,千葉県北西部,成田市名古屋1214（成田市立下総みどり学園）,35,51.8,140,21.7,201807121200,
47051,千葉美浜区ひび野,35.6438,140.0402,4,56.979,68.528,13.587,68.942,5.067,5.252,0.865,5.737,1.274,0.988,0.437,1.335,千葉県北西部,千葉市美浜区ひび野2-116（千葉県立幕張海浜公園管理事務所）,35,38.6,140,2.4,201411271200,
47682,千葉中央区中央港,35.6027,140.1046,4,30.737,33.427,20.757,44.593,3.453,4.707,1.931,5.466,0.931,1.664,0.617,1.695,千葉県北西部,千葉市中央区中央港1-12-2（千葉特別地域気象観測所）,35,36.2,140,6.3,201105121300,
47686,成田国際空港,35.7747,140.3823,4,68.603,64.625,28.545,80.131,3.374,3.559,1.481,4.209,0.856,0.962,0.56,1.239,千葉県北西部,成田市古込字込前175-3（空港気象ドップラーレーダー局舎）,35,46.5,140,22.9,200804011200,
41314,木更津市太田,35.3786,139.9448,3,13.908,18.543,6.071,19.171,2.389,3.013,1.012,3.292,0.92,1.043,0.599,1.24,千葉県南部,木更津市太田4-6（根田公園）,35,22.7,139,56.7,200608281200,
47373,南房総市上堀,35.0353,139.8874,3,8.097,8.715,7.598,9.155,2.079,1.961,1.644,2.406,1.074,1.237,0.75,1.273,千葉県南部,南房総市上堀10-2（上堀農村公園）,35,2.1,139,53.2,200707021200,
47672,館山市長須賀,34.9871,139.8654,3,17.508,16.156,7.013,19.202,2.584,2.715,1.158,2.82,1.048,1.063,0.399,1.198,千葉県南部,館山市長須賀76-1（館山特別地域気象観測所）,34,59.2,139,51.9,20090319    ,
